id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type
4438459,Gorgeous 1 Bedroom in the heart of NYC: Chelsea,4967319,Jessica,Manhattan,Chelsea,Entire home/apt
4438470,Home away from home East Village ,3289567,Campbell,Manhattan,East Village,Private room
4438931,FURNISHED CHARMING ROOM IN MANHATTA,1405374,Jane,Manhattan,Inwood,Private room
4439602,East Village Bedroom,14612223,Alex,Manhattan,East Village,Private room
4439839,Entire 3BR Private Apt 20min>Manhattan,23044811,Ettrick,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4440020,2 Bedrooms and One Bath Room,195137,James,Manhattan,Harlem,Entire home/apt
4440181,One bedroom in 2 bedroom apartment,23046908,Melissa,Brooklyn,Bedford-Stuyvesant,Private room
4440611,Bright Spacious Bushwick Home,14546480,Irena,Brooklyn,Bushwick,Entire home/apt
4440751,Entire Amazing Chic Studio @ Lower East,3716641,Ofer,Manhattan,Lower East Side,Entire home/apt
4444204, 2-3 bedroom UWS garden triplex ,5162192,Amy,Manhattan,Upper West Side,Entire home/apt
4445185,2 Level Loft room in Artist Studio,7351,Tanda,Brooklyn,South Slope,Private room
4446178,Bright & big apt 3 blks from subway,946323,Ran,Brooklyn,Flatbush,Entire home/apt
4446862,Charming Room in Prospect Heights!,23077718,,Brooklyn,Crown Heights,Private room
4447524,Charming West Village Studio,9685363,Ceyda,Manhattan,West Village,Entire home/apt
4447611,1 BR in Gramercy Park,10471097,Jared,Manhattan,Gramercy,Entire home/apt
4447904,Beautiful Upper West Side,23083111,Michael,Manhattan,Upper West Side,Entire home/apt
4449058,Cozy Private Room in Upper WestSide,23089516,Lisa,Manhattan,Harlem,Private room
4449559,Very Bright Modern Apartment 2 Mins from Manhattan,23092836,Gary,Bronx,Concourse,Entire home/apt
4449611,Big Duplex 1 BR/Loft w/ outdoors,16761703,Michael,Brooklyn,Bushwick,Entire home/apt
4450020,Entire One Bedroom apartment,23095202,Victoria,Brooklyn,East Flatbush,Entire home/apt
4452723,Cozy 2BR apartment,2050338,Verena,Queens,Richmond Hill,Entire home/apt
4453233,Cozy Hells Kitchen/Times Sq 2BR,5827529,Ariel,Manhattan,Hell's Kitchen,Entire home/apt
4453484,Prime Artist Loft &  Exposed Brick,2166065,Peter,Brooklyn,Williamsburg,Entire home/apt
4454122,Cozy Harlem Hideaway **,1390414,Loryn,Manhattan,Harlem,Entire home/apt
4454400,NYC UES charming 1 bedroom,454009,Nicholas,Manhattan,Upper East Side,Entire home/apt
4454538,"Bright, Spacious Entire Studio",22552201,Lane,Manhattan,Upper West Side,Entire home/apt
4455094,West Village Style and Charm,13541655,Michael,Manhattan,West Village,Private room
4455301,Pretty and Private in Clinton Hill,8490286,Jan,Brooklyn,Clinton Hill,Entire home/apt
4456004,Spacious Bedroom in Bushwick w/AC,1171707,Gabriel,Brooklyn,Bushwick,Private room
4456312,Large Cheerful Private Bronx Room for Med Students,3551179,Veralisa,Bronx,Kingsbridge,Private room
4456555,Entire flr-thru 2bdrm apartment near ProspectPark!,747671,Sarah Jazmine,Brooklyn,South Slope,Entire home/apt
4456880,Superhost 3 bedroom DISCOUNT,21641206,Veronica,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4457556,cozy queen for 2 in el barrio,22904933,Charlene,Manhattan,East Harlem,Private room
4460838,The Elizabeth,14758012,Stéphane,Manhattan,Nolita,Entire home/apt
4462008,Twin  room,16286162,Pat,Bronx,Allerton,Private room
4462491,Beautiful Loft in LES Manhattan!,302529,Cynthia,Manhattan,Lower East Side,Entire home/apt
4462553,Greenwich / West Village 2 Bedroom,15778416,Courtney,Manhattan,West Village,Entire home/apt
4464418,Charming 1BD Pre-War Apartment ,6526979,Kim,Manhattan,Upper West Side,Entire home/apt
4464508,Flatbush Gardens,23162890,Terrance,Brooklyn,Flatbush,Private room
4467771,Beautiful Chelsea 2 Bedroom apt,23178728,SabinaAndTahir,Manhattan,Chelsea,Entire home/apt
4469264,Cute brick wall Br in Williamsburg.,10304755,Michael,Brooklyn,Williamsburg,Private room
4469650,Huge 5BR Townhouse - LEGAL NYC B&B!,23189353,Elizabeth,Manhattan,Harlem,Entire home/apt
4469679,Sunny Lower East Side Penthouse,19336493,Ryan,Manhattan,Lower East Side,Entire home/apt
4470423,Large One Bedroom near Union square,5838331,Katie,Manhattan,Gramercy,Entire home/apt
4471513,The Ultimate Luxury!,3740730,S,Manhattan,Theater District,Entire home/apt
4472904,Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,1532337,Monica,Bronx,Van Nest,Private room
4472978,Charming Studio in a Great location,5800619,Catia,Manhattan,Hell's Kitchen,Entire home/apt
4473156,"NYC,Modern and Spacious Apt",23208658,Iryna,Manhattan,East Harlem,Entire home/apt
4475128,Amazing Single Bedroom Only 5min From Central Park,16066343,Curtis,Manhattan,East Harlem,Private room
4476605,Great 4 Families Near Parade + Park,23226529,Marc,Manhattan,Upper West Side,Entire home/apt
4476945,Modern Brownstone in Harlem,23228839,Tiffany,Manhattan,Harlem,Entire home/apt
4479556,Amazing convenient 5 min  to city,23243453,Rodney,Queens,Long Island City,Entire home/apt
4479625,"Charming 1 bedroom, great location!",2380912,Helen,Brooklyn,Williamsburg,Entire home/apt
4479632,Charming duplex garden flat in SoHo,20431437,Richard,Manhattan,SoHo,Entire home/apt
4480308,"Charming, Sunny Downtown Studio",5152761,Jane,Manhattan,Chinatown,Entire home/apt
4480793,B's Suite,23249630,Sheila,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4481427,1BR w/ Large Patio on Ridgewood/Bushwick border.,1816417,Raoul,Queens,Ridgewood,Entire home/apt
4481474,B's Elegant Parlor Suite,23249630,Sheila,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4481694,*NEW*  Modern Sunny Loft in Bushwick/Brooklyn,567972,Melanie,Brooklyn,Bushwick,Entire home/apt
4482158,Lovely and Spacious Park Slope Home,23256032,Katharine,Brooklyn,Park Slope,Entire home/apt
4482584,Private & clean 1 bd/1br Willamsburg w/ roofdeck.,304346,Andy,Brooklyn,Williamsburg,Entire home/apt
4482783,"❤️ of Wburg, Private Living+Entrance",1869332,Elli,Brooklyn,Williamsburg,Private room
4483117,Large private br in renovated apt/close to subway,23159248,Christie,Manhattan,Upper East Side,Private room
4483517,Stunning room. 15mins to Manhattan!,1633246,Natasha,Brooklyn,Bedford-Stuyvesant,Private room
4483672,Warm and Cozy Room in Harlem,17065184,Fallon,Manhattan,Harlem,Private room
4484212,King size bed -Private bdrm,21938150,Niraj,Manhattan,Gramercy,Private room
4484620,Large Sunny Private Room in 2BR steps from subway,2589436,Sarah,Brooklyn,Williamsburg,Private room
4484899,Classic East Village Studio,8713930,Zane,Manhattan,East Village,Entire home/apt
4485286,Luxury Apartment on Wall Street,14138135,Sabir,Manhattan,Financial District,Entire home/apt
4488882,Lovely Garden Apartment in Bklyn,23287601,Petal,Brooklyn,Flatlands,Entire home/apt
4490268,Elegant Bushwick Apartment,23293704,Su-Ling,Brooklyn,Bushwick,Entire home/apt
4491140,Tranquility in The Heart of Astoria,15823911,Rand,Queens,Long Island City,Private room
4492303,"Bright 1 bdrm apt near Central Park, shops & metro",7567309,Susan,Manhattan,Upper West Side,Entire home/apt
4492678,Heart of the East Village- Best Loc,18601618,Chris,Manhattan,East Village,Entire home/apt
4492821,"Great location, spacious apt.",743716,Santiago,Brooklyn,Boerum Hill,Entire home/apt
4493474,Cozy Bedroom in best area of FiDi,5777821,Denis,Manhattan,Financial District,Private room
4493526,"Amazing Location, Incredible Space",23308381,Priya,Manhattan,West Village,Private room
4493658,Cute & Modern 1 Bedroom Apt,1869421,David,Brooklyn,Williamsburg,Entire home/apt
4494217,Stylish West Village Artists Penthouse Loft,22720650,Duane,Manhattan,West Village,Entire home/apt
4494588,Cosy apartment in the East Village,23314412,Olivia,Manhattan,East Village,Entire home/apt
4494705,1 bedroom in Brooklyn,11228023,Danielle,Brooklyn,Sunset Park,Private room
4497294,"Clean, quiet, safe 25Min Dwntn NYC",22831759,Ruth,Brooklyn,Flatbush,Private room
4497963,Iconic West Village Apartment,10225905,Kym,Manhattan,West Village,Entire home/apt
4498688,"Large, Immaculate Brooklyn 2 BR apt, sleeps 4-5",12881527,Tanya,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4498927,Manhattan townhouse near subway,23334165,Patricia,Manhattan,Harlem,Entire home/apt
4499097,Upper West Side Studio doorman bld,23334541,Josh,Manhattan,Upper West Side,Entire home/apt
4499976,Large Sunny 2 Bedroom + den - UWS,23338742,Aneela,Manhattan,Upper West Side,Entire home/apt
4500272,"HUGE STUDIO-Cozy,Centrally Located!",2829908,Rahul,Manhattan,Murray Hill,Entire home/apt
4500615,"Chelsea, balcony and 2 bedrooms!",6519939,Raj,Manhattan,Chelsea,Entire home/apt
4500794,"Sunny/artistic, Manhattan 2 bedroom",23342156,Shelby,Manhattan,Washington Heights,Private room
4500897,Cozy Brooklyn Apartment!,2781725,Julia,Brooklyn,Kensington,Entire home/apt
4501164,Union Square Apartment + Private Backyard,17074459,Mattan,Manhattan,East Village,Private room
4502339,Centrak Park North cozy apartment,23349530,Yely,Manhattan,Harlem,Shared room
4502545,XL off Fifth Avenue & Central Park,23084155,Stefani,Manhattan,Upper East Side,Entire home/apt
4503472,Park Slope Home away from Home,23353897,Barbara,Brooklyn,Park Slope,Entire home/apt
4504049,Blissfully Quiet Room,16151285,Carol,Bronx,Williamsbridge,Private room
4504353,"Sunny, Artsy Brooklyn Room",1607087,Iyabo,Brooklyn,Crown Heights,Private room
4504493,Studio Apartment- Furnished,10303277,Alexis,Brooklyn,Fort Greene,Entire home/apt
4507262,Luxurious Village 1 bed!,2282450,Philip,Manhattan,West Village,Entire home/apt
4508885,Upper West Apartment Block Away from Central Park!,301549,Michelle,Manhattan,Upper West Side,Entire home/apt
4509357,Clean-Cozy-Beside 3 train station,15313939,Jeremy,Manhattan,Harlem,Private room
4509500,Prime Chelsea~XL1Br~Terrace~Sleeps4,2119276,Host,Manhattan,Chelsea,Entire home/apt
4509560,Reno Studio Gramercy~Sleeps3!,2119276,Host,Manhattan,Gramercy,Entire home/apt
4509664,2BR - Great West Village Location,23383529,Joseph,Manhattan,West Village,Entire home/apt
4512045,Beautiful Exposed Brick Studio Loft,13282162,Manuel,Manhattan,Upper West Side,Entire home/apt
4512093,manhattan (UWS) townhouse,11760806,Raj,Manhattan,Upper West Side,Private room
4512329,Spacious Room in Sugar Hill,16685925,Douglas,Manhattan,Washington Heights,Private room
4513084,Beautiful Sunny Private Penthouse Suite,23401472,Heather,Manhattan,Harlem,Entire home/apt
4513190,Beautiful 1 Bedroom Apt,23401743,Ticemen,Manhattan,East Harlem,Entire home/apt
4514042,Bushwick Duplex 1,3709510,Deacon,Brooklyn,Bushwick,Private room
4516766,"Large, Luxury Bedroom nr JMZ subway",3388950,Amaya,Brooklyn,Bedford-Stuyvesant,Private room
4516939,"Zen Oasis in Bushwick, near JMZ Subways",3388950,Amaya,Brooklyn,Bedford-Stuyvesant,Private room
4517117,BELLA CASA-Pvt Rm-2 beds-Sleeps 4. Near Columbia!!,16480700,Eddie&Vlad,Manhattan,Harlem,Private room
4517177,1 bedroom apt 1 stop from Manhattan,23419852,Gazelle,Queens,Long Island City,Entire home/apt
4517848,"Landmark 1 Bedroom has 2 beds, Free WiFi",7245581,Michael,Manhattan,Washington Heights,Entire home/apt
4518242,Zen MiniPalace Astoria,23424461,Alex,Queens,Astoria,Entire home/apt
4519764,Private Space in Manhattan 8/25-9/9,16310013,Tan,Manhattan,Washington Heights,Private room
4520113,"Lovely - Spacious, Garden + Garden View",22880393,Sara,Manhattan,Lower East Side,Private room
4520449,"Spacious 1 Bedroom in Midwood, BK!",9196903,George,Brooklyn,Midwood,Private room
4520941,"SPACIOUS,  2 bedrooms, sleeps 4, private bath",23439479,Victoria,Manhattan,Inwood,Private room
4523324,Large private 2 bedroom near Union Sq .,20019392,Shirley,Manhattan,East Village,Private room
4524289,Private room in South Slope,2138902,Asher,Brooklyn,Gowanus,Private room
4525475,"Manhattan, UWS, Bright, 1BR, & Loft",12149644,Brandon,Manhattan,Upper West Side,Entire home/apt
4525589,Spacious studio apt in Jackson Hts,20627511,Mark,Queens,Jackson Heights,Entire home/apt
4530085,Cosy East Village apartment!,2277244,Victoria,Manhattan,East Village,Entire home/apt
4530154,Park Slope Sky Parlor,3201774,Ashley,Brooklyn,South Slope,Private room
4530160,Large apt in heart of Williamsburg,9997747,Devon,Brooklyn,Williamsburg,Entire home/apt
4530432,Landmark Parlor Studio near train has 2 beds.,7245581,Michael,Manhattan,Washington Heights,Entire home/apt
4531802,Sunny East Village 1 Bedroom,6197480,Christine,Manhattan,East Village,Entire home/apt
4531990,Charming and Clean Brooklyn Apt.,23497375,Liat,Brooklyn,Bedford-Stuyvesant,Private room
4532435,Beautiful 2 Bedroom Apartment in Williamsburg,13888249,Omer,Brooklyn,Williamsburg,Entire home/apt
4532913,Williamsburg private clean cozy RM,20164579,Oliver,Brooklyn,Williamsburg,Private room
4533010,Spacious Manhattan One Bedroom Apt,23503432,Luke,Manhattan,Washington Heights,Entire home/apt
4536637,Kosher new studio close to subway,11010205,Jacob,Brooklyn,Bensonhurst,Private room
4537198,Huge room wt bathroom + entrance,6926899,Liana,Brooklyn,Williamsburg,Private room
4537297,Rosa B Private Apartment! Quiet and Safe Area.,1509863,Eddie,Queens,Rego Park,Entire home/apt
4537389,New Years In New York City,22927481,Howard,Manhattan,Midtown,Private room
4537500,Location Nancy,3250450,Petya,Queens,Astoria,Private room
4537520,1 bdrm apartment in boerum hill!,8737911,Laura,Brooklyn,Boerum Hill,Entire home/apt
4538012,Bright Harlem Home in New Building!,12879538,Gregory,Manhattan,Harlem,Private room
4538019,Luxury Queen Bed_Plush Mattress,22384027,Shahana,Brooklyn,Brownsville,Private room
4538238,Sunny studio apartment in the heart of Manhattan,3473330,Shira,Manhattan,Kips Bay,Entire home/apt
4538274,"Country Vibe, Big City Feel",23532244,Wendy,Queens,Astoria,Entire home/apt
4538901,Entire Apt. in E. Williamsburg,4806989,Ava,Brooklyn,Williamsburg,Entire home/apt
4539483,Colorful Studio Near Columbia Univ.,2968247,Lauren,Manhattan,Harlem,Entire home/apt
4539520,Spacious 1 Bedroom in Bohemian Comfort,23538896,DeeDee,Brooklyn,Crown Heights,Entire home/apt
4539906,"Bright 1BR, central location",23540800,Carl,Manhattan,Hell's Kitchen,Entire home/apt
4540852,Williamsburg Apartment,10718241,Jason,Brooklyn,Greenpoint,Private room
4541102,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",23548583,Shari,Brooklyn,East Flatbush,Entire home/apt
4541187,Cozy 1BR Apartment in Astoria,23185328,Deniz,Queens,Ditmars Steinway,Entire home/apt
4545882,Amazing studio/Loft with a backyard,23569951,Kaveh,Manhattan,Upper East Side,Entire home/apt
4545999,Your Brooklyn Nook,23570473,James,Brooklyn,Crown Heights,Private room
4546034,1BR by 1&A trains,23570593,Joshua,Manhattan,Washington Heights,Private room
4546721,Large 1 bdrm near L in Williamsburg,23573737,Michelle,Brooklyn,Williamsburg,Entire home/apt
4547143,CHARMING bedroom in BedStuy,23575706,Blair,Brooklyn,Bedford-Stuyvesant,Private room
4547273,Beautiful Spacious Studio By Park,10411359,Alison,Manhattan,Upper West Side,Entire home/apt
4549155,Quaint Brownstone with Garden,1443186,Ash,Manhattan,East Harlem,Entire home/apt
4549248,Cozy One Bedroom in Williamsburg!,22089583,Cesar,Brooklyn,Williamsburg,Entire home/apt
4549555,"Studio Space, 10 minutes to Central Park and river",6571805,Agata,Manhattan,Upper West Side,Shared room
4549557,Central Harlem ,23588055,Genine,Manhattan,Harlem,Private room
4549627,Large Room with Private Bathroom,2748575,Charlotte,Manhattan,Hell's Kitchen,Private room
4549930,Charming apt close to everything!,19196381,Kimia,Manhattan,Upper East Side,Entire home/apt
4550015,Greenwich/West Village Private Room,15778416,Courtney,Manhattan,West Village,Private room
4550041,Bright! LARGE 2 BEDS near Manhattan,23591164,Angela,Queens,East Elmhurst,Private room
4550494,"2BR, 2 Full Bath, SPACE, Short term monthly",785283,Melinda,Queens,Ditmars Steinway,Entire home/apt
4550557,Bright LARGE 2 BEDS! near Manhattan,23591164,Angela,Queens,East Elmhurst,Private room
4550602,Cozy & Clean #3,23533897,Fatou,Brooklyn,Crown Heights,Private room
4550747,Cozy & Clean #4,23533897,Fatou,Brooklyn,Crown Heights,Private room
4553528,Brownstone Williamsburg room with skylight Create,2480939,Charles,Brooklyn,Williamsburg,Private room
4553721,Art Large bedroom  Brownstone for 1 or 2 persons,2480939,Charles,Brooklyn,Williamsburg,Private room
4554473,"Bright and Spacious, near the Park",20042936,Yarimar,Brooklyn,Prospect Heights,Entire home/apt
4554577,Bright and Cheerful Prospect Heights 1-bedroom,22568612,Ilana,Brooklyn,Prospect Heights,Entire home/apt
4555241,"Clean, Cozy, Close to City (15min)",23342410,Amy,Queens,Long Island City,Entire home/apt
4555470,Lovely One Bedroom Heart Of Astoria,22348314,Mike,Queens,Astoria,Entire home/apt
4556564,Private Room in Spacious Uptown Apt,23612276,Janine Renee,Manhattan,Harlem,Private room
4556760,"Beautiful, Spacious Room in Loft",3074432,Minka,Brooklyn,Greenpoint,Private room
4557206,Cozy 1BD Apartment near Manhattan,6246089,Sara,Queens,Astoria,Entire home/apt
4557370,Holiday in Manhattan!  Great Views!,7257731,Anna,Manhattan,Inwood,Entire home/apt
4558046,Spacious Studio in Brooklyn,23629361,Paris,Brooklyn,Crown Heights,Entire home/apt
4559096,$99 Manhattan/Time Sq.,23635670,Johnny,Manhattan,Hell's Kitchen,Private room
4563401,MIDTOWN APARTMENT WITH SPECTACULAR VIEW,22885233,Peter,Manhattan,Hell's Kitchen,Entire home/apt
4564292,HEART of NEW YORK // ﾆｭｰﾖｰｸの中心,23659408,Marcello,Manhattan,Hell's Kitchen,Entire home/apt
4564695,"Sunny, Quiet Queen Bedroom, Best Block in LES",619991,David,Manhattan,Lower East Side,Private room
4564840,"Woodsy-chic Lofted 1BR, Office, AC",1019170,Sebastian,Manhattan,East Village,Entire home/apt
4565734,Spacious 2 Bedroom + Study,54712,Nick,Brooklyn,Greenpoint,Entire home/apt
4566340,Spacious 2BR Greenpoint Getaway,54712,Nick,Brooklyn,Greenpoint,Entire home/apt
4566571,Penthouse loft with private patio,3814458,Ole,Manhattan,Midtown,Entire home/apt
4566818,1 bedroom in Cozy 2 bedroom upper west side,23671946,Yonatan,Manhattan,Harlem,Private room
4566989,10 Minutes From Manhattan,23673285,Marisa,Queens,Astoria,Entire home/apt
4567433,Room #2 Near Manhattan NYC.,22384027,Shahana,Brooklyn,Brownsville,Private room
4567518,Cozy 2BD Near Columbia Univ,23671946,Yonatan,Manhattan,Morningside Heights,Entire home/apt
4567703,2 Bdr Cozy Apartment in Park Slope,22935835,Gislane,Brooklyn,South Slope,Entire home/apt
4567765,★3BR/2BA Amazing East Village Penthouse+Pvt Terr★,1277144,T.,Manhattan,East Village,Entire home/apt
4567820,Lovely Studio on the edge of the McGolrick Park,5650951,Simon,Brooklyn,Greenpoint,Private room
4571518,Park Slope - Furnished  room in 2BR,23697064,Matt,Brooklyn,South Slope,Private room
4571925,Funky East Village Garden Apt.,23699355,Harmony And Eric,Manhattan,East Village,Entire home/apt
4572225,Columbia UWS 1BD Apt-Quiet & Comfy,14768898,Yiyi,Manhattan,Morningside Heights,Entire home/apt
4573728,Cool & Cozy 2B/1BA in prime LES!,23708028,Ivan,Manhattan,Lower East Side,Entire home/apt
4573897,Private BR in 2 BR Modern Apartment,21935479,Crysdian,Manhattan,Inwood,Private room
4574224,GREAT SPACIOUS PRIVATE ROOM,11308807,Mathew,Manhattan,Harlem,Private room
4574225,Bright and Cozy Bedroom NYC A1,20559017,Yohan,Manhattan,East Harlem,Private room
4575364,Zen Den & Modern Outdoor Space,23038979,Carmen,Brooklyn,Cypress Hills,Entire home/apt
4576206,Brooklyn Brownstone Beauty,22017065,Marycatherine,Brooklyn,Prospect Heights,Entire home/apt
4576821,"Charming apt. in Brooklyn, New York",4362140,María,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4578471,CHARMING 1-BD w CITY VIEWS,4263114,LeeAnne,Manhattan,Hell's Kitchen,Entire home/apt
4581479,曼哈顿上西区林肯中心附近优质公寓短租!,23748343,Apple,Manhattan,Upper West Side,Shared room
4581788,,21600904,Lucie,Brooklyn,Williamsburg,Private room
4581942,"Clean, Cozy - South ParkSlope - NYC",4618480,Justin,Brooklyn,Sunset Park,Private room
4582087,Thanksgiving Vacation ,23751556,Tai,Manhattan,Hell's Kitchen,Private room
4582684,Comfortable one bedroom with patio,23754530,Josh,Brooklyn,Fort Greene,Entire home/apt
4582781,Prime Williamsburg duplex Bedford L,6780571,Julia,Brooklyn,Williamsburg,Entire home/apt
4582785,Between Central Park and the Subway,13161042,Tom,Manhattan,Upper East Side,Entire home/apt
4585734,"NYC, Modern and Spacious Apt fits 6",23208658,Iryna,Manhattan,East Harlem,Entire home/apt
4586330,Artist Loft in Greenpoint/Williamsb,23677128,Darby,Brooklyn,Greenpoint,Private room
4586448,East Village Townhouse,8503180,Kathy,Manhattan,East Village,Entire home/apt
4586880,Vintage Room  in  Brooklyn,23776693,Bev,Brooklyn,Bedford-Stuyvesant,Private room
4587321,Bright 3 bdrm in East Village,23778946,Katie,Manhattan,East Village,Entire home/apt
4587905,New 2 br Apt Williamsburg,3693416,Carolina,Brooklyn,Greenpoint,Entire home/apt
4588273,"UWS Penthouse, Amazing Deck",1500858,Adrienne,Manhattan,Upper West Side,Entire home/apt
4588678,Gorgeous bohemian  Apt. in a Brownstone,66286,Liat,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4588689,One Bedroom East Village New York,5926785,Cynthia,Manhattan,East Village,Entire home/apt
4589819,Cozy bedroom in a luxury building with 24h doorman,7852646,Tysha,Brooklyn,Fort Greene,Private room
4592475,Private Terrace in Brooklyn!,4445796,Courtney,Brooklyn,Greenpoint,Private room
4593609,1 Bedroom Apt in Hell's Kitchen !,23810895,Scott & Ellyn,Manhattan,Hell's Kitchen,Entire home/apt
4593770,Sunny & spacious 1 bedroom gem!,23812318,Chelsea,Queens,Jackson Heights,Entire home/apt
4593939,Charming and Convenient Garden Apt,5050537,Melissa,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,Entire home/apt
4594620,Spacious Full 2br Holiday Home ,1520215,Brad,Brooklyn,Boerum Hill,Entire home/apt
4596378,Nice and cozy near Laguardia,23824219,Joshua,Queens,East Elmhurst,Private room
4598265,"Hamilton Hts Beauty, Manhattan 1 BR",23834677,Kumar,Manhattan,Harlem,Entire home/apt
4600556,Beautiful 2 BR Apt UES- Min 30 Days,15310997,Mor,Manhattan,Upper East Side,Entire home/apt
4601325,Cozy private bedroom in Manhattan,23847354,Nicole,Manhattan,East Harlem,Private room
4602440,Great 2 bedroom Greenpoint BK,6949069,Laura,Brooklyn,Greenpoint,Entire home/apt
4603012,Spacious 1BR Apt in Greenpoint,45609,Sean,Brooklyn,Greenpoint,Entire home/apt
4603954,BRIGHT MODERN BEDROOM,23718461,Ingrid,Brooklyn,Flatlands,Private room
4604991,Confortable and private room.,23861788,Luis&Victor,Brooklyn,Bedford-Stuyvesant,Private room
4605455,Private Room & Bathroom in LES,23575977,Carly,Manhattan,Two Bridges,Private room
4605840,Large Sunny Bedroom With great View,23788242,Suzanne,Brooklyn,Bedford-Stuyvesant,Private room
4606017,Studio with Loft bed by the river,23867361,Kurt,Manhattan,Upper West Side,Entire home/apt
4606385,Coziest 2BD Brownstone in Jefftown,3184878,Maggie,Brooklyn,Bushwick,Entire home/apt
4606473,Radiant 2bed E Village Apartment,23862900,Cecily,Manhattan,East Village,Entire home/apt
4606614,Uptown Convenience & Comfort,23870076,Sam,Manhattan,Morningside Heights,Entire home/apt
4606675,Private Room 2 Beds New York City!,23591164,Angela,Queens,East Elmhurst,Private room
4607923,LOVELY  LARGE SUNNY ROOM    Sunset Park,1113080,Audrey,Brooklyn,Sunset Park,Private room
4611004,Christmas Harlem! Duplex,626876,Kimberly,Manhattan,Washington Heights,Entire home/apt
4611203,Large 1 bedroom apt - can sleep 4,11702175,Meghan,Manhattan,East Harlem,Entire home/apt
4611256,Upper East Side Manhattan,626876,Kimberly,Manhattan,Upper East Side,Private room
4611295,Upper East Side Manhattan #2,626876,Kimberly,Manhattan,Upper East Side,Private room
4612401,Bushwick Pad,21906247,Sam,Brooklyn,Bedford-Stuyvesant,Private room
4613154,New York City Studio,23899573,Oscar,Manhattan,Hell's Kitchen,Entire home/apt
4614091,"Big Kitchen, Beautiful Bathroom",16437254,Benjamin,Brooklyn,Sunset Park,Entire home/apt
4614146,Stay on St. Marks Place for your NYC Vacation!,4293340,Teena,Manhattan,East Village,Private room
4614435,Bright Studio on Riverside Park,8530836,Katarina,Manhattan,Harlem,Entire home/apt
4614838,"2 Bedroom, 1 Bath Hell's Kitchen",1698391,Pat,Manhattan,Hell's Kitchen,Entire home/apt
4615631,Charming Bedroom in Cozy NYC Apt.,22350590,Veronica,Manhattan,Harlem,Private room
4615887,Lofted duplex in Kips Bay,23073152,Cara,Manhattan,Kips Bay,Entire home/apt
4616452,Upper East Side Spacious 2 Bedrooms,23915731,Helene,Manhattan,Upper East Side,Entire home/apt
4616700,Cozy sun drenched 2br Fort Greene,1403669,Simone,Brooklyn,Fort Greene,Entire home/apt
4616865,Colorful Room in Crown Heights,6028908,Kelly,Brooklyn,Crown Heights,Private room
4619579,One bedroom loft in West Village ,23929065,Eli,Manhattan,West Village,Entire home/apt
4620262,Cozy bedroom in heart of Manhattan,1599319,Lakshmi,Manhattan,Little Italy,Private room
4620505,1br - Williamsburg Luxury Sublet ,12511067,Jaclyn,Brooklyn,Williamsburg,Entire home/apt
4620954,"Tranquil, clean bedroom,",23935018,Marlon,Brooklyn,Bedford-Stuyvesant,Private room
4620962,Beautiful one bedroom apt 850 sqf!!,21685221,Sael,Manhattan,Upper West Side,Entire home/apt
4621213,"Cozy 2 bedroom, near Central Park",23899821,Maria,Manhattan,Upper West Side,Entire home/apt
4621217,Gramercy~New 1BR~Sleeps4~Rono~,2119276,Host,Manhattan,Gramercy,Entire home/apt
4621713,Prime Union Square! Large 1BR~Great value,2119276,Host,Manhattan,Gramercy,Entire home/apt
4621923,Spacious 1BD in lovely Clinton Hill,7947211,Meredith,Brooklyn,Prospect Heights,Entire home/apt
4622869,Huge LES 3 BD 3 BA Elevator + Patio,2593268,Rose,Manhattan,Chinatown,Entire home/apt
4623217,Bright and Charming Studio East V.,23945185,Natalia,Manhattan,East Village,Entire home/apt
4623622,Victorian with Stunning Views of NYC Harbor,22506665,William,Staten Island,St. George,Entire home/apt
4623635,Historic Brownstone Duplex,1136842,Amanda,Brooklyn,Fort Greene,Entire home/apt
4623696,Great deal in Heart of Greenpoint,2378231,Romy,Brooklyn,Greenpoint,Entire home/apt
4623771,Bright + Cheerful Apt- the Real NYC,23267314,Millie,Manhattan,East Harlem,Entire home/apt
4624521,Financial District Oasis-Queen Bedroom,9072771,Kindra,Manhattan,Financial District,Private room
4624657,Modern Duplex with yard  in Bedstuy,23952819,Jason,Brooklyn,Bedford-Stuyvesant,Entire home/apt
4624874,Flatbush Gardens II,23162890,Terrance,Brooklyn,Flatbush,Private room
4625126,Bedroom and art studio/office space,7799229,Artem,Brooklyn,Williamsburg,Private room
4628603,Bright and Sunny Williamsburg Oasis,6465286,Masha,Brooklyn,Williamsburg,Entire home/apt
4628804,Cozy Room in NYC!  =),23971734,Rene,Queens,Sunnyside,Private room
